url,title,byline,published_at,source_feed_url,source_feed_timestamp
http://fivethirtyeight.blogs.nytimes.com/2010/09/13/2-insurgents-could-hurt-g-o-p-chances-for-senate-takeover/,2 Insurgents Could Hurt G.O.P. Chances for Senate Takeover,NATE SILVER,2010-09-13T15:13:56+00:00,https://fivethirtyeight.blogs.nytimes.com/feed/,20100913192620
http://fivethirtyeight.blogs.nytimes.com/2010/09/10/g-o-p-has-2-in-3-chance-of-taking-house-model-forecasts/,"G.O.P. Has 2-in-3 Chance of Taking House, Model Forecasts",NATE SILVER,2010-09-10T20:00:51+00:00,https://fivethirtyeight.blogs.nytimes.com/feed/,20100913192620
http://fivethirtyeight.blogs.nytimes.com/2010/09/08/the-republicans-50-state-428-district-strategy/,"The Republicans' 50-State, 428-District Strategy",NATE SILVER,2010-09-08T22:29:23+00:00,https://fivethirtyeight.blogs.nytimes.com/feed/,20100913192620
http://fivethirtyeight.blogs.nytimes.com/2010/09/17/murkowski-can-win-as-write-in/,Murkowski Can Win as Write-In,NATE SILVER,2010-09-17T22:01:10+00:00,https://fivethirtyeight.blogs.nytimes.com/feed/,20100918105327
http://fivethirtyeight.blogs.nytimes.com/2010/09/17/house-forecast-update-embracing-the-uncertainty/,House Forecast Update: Embracing the Uncertainty,NATE SILVER,2010-09-17T21:05:43+00:00,https://fivethirtyeight.blogs.nytimes.com/feed/,20100918105327
http://fivethirtyeight.blogs.nytimes.com/2010/09/17/complex-formulas-governing-the-afghan-elections/,Complex Formulas Governing the Afghan Elections,RENARD SEXTON,2010-09-17T18:14:05+00:00,https://fivethirtyeight.blogs.nytimes.com/feed/,20100918105327
http://fivethirtyeight.blogs.nytimes.com/2010/09/16/after-delaware-g-o-p-senate-takeover-appears-much-less-likely/,"After Delaware, G.O.P. Senate Takeover Appears Much Less Likely",NATE SILVER,2010-09-16T22:33:01+00:00,https://fivethirtyeight.blogs.nytimes.com/feed/,20100918105327
http://fivethirtyeight.blogs.nytimes.com/2010/09/16/gubernatorial-forecast-update-sept-15/,Gubernatorial Forecast Update,NATE SILVER,2010-09-16T10:20:17+00:00,https://fivethirtyeight.blogs.nytimes.com/feed/,20100918105327
http://fivethirtyeight.blogs.nytimes.com/2010/09/15/voters-deliver-a-reminder-to-republicans-and-pundits/,Voters Deliver a Reminder to Republicans (and Pundits),NATE SILVER,2010-09-15T11:26:50+00:00,https://fivethirtyeight.blogs.nytimes.com/feed/,20100918105327
http://fivethirtyeight.blogs.nytimes.com/2010/09/14/live-blogging-primary-night/,Live Blogging Primary Night,NATE SILVER,2010-09-14T23:04:12+00:00,https://fivethirtyeight.blogs.nytimes.com/feed/,20100918105327
http://fivethirtyeight.blogs.nytimes.com/2010/09/14/primary-voter-turnout-stays-low-but-more-so-for-democrats/,"Primary Voter Turnout Stays Low, but More So for Democrats",BRIAN J. MCCABE,2010-09-14T19:33:18+00:00,https://fivethirtyeight.blogs.nytimes.com/feed/,20100918105327
http://fivethirtyeight.blogs.nytimes.com/2010/09/14/the-polls-have-tightened-not-so-fast/,The Polls Have Tightened? Not So Fast,NATE SILVER,2010-09-14T17:32:49+00:00,https://fivethirtyeight.blogs.nytimes.com/feed/,20100918105327
http://fivethirtyeight.blogs.nytimes.com/2010/09/13/paladino-and-new-yorks-republicans/,Paladino and New York's Republicans,NATE SILVER,2010-09-13T20:19:25+00:00,https://fivethirtyeight.blogs.nytimes.com/feed/,20100918105327
http://fivethirtyeight.blogs.nytimes.com/2010/09/24/calculating-the-potential-castle-write-in-bid/,Calculating the Castle Write-In Bid,NATE SILVER,2010-09-24T15:11:38+00:00,https://fivethirtyeight.blogs.nytimes.com/feed/,20100924031010
http://fivethirtyeight.blogs.nytimes.com/2010/09/24/the-bias-of-the-generic-ballot-its-complicated/,The Bias of the Generic Ballot: It's Complicated,NATE SILVER,2010-09-24T14:08:38+00:00,https://fivethirtyeight.blogs.nytimes.com/feed/,20100924031010
http://fivethirtyeight.blogs.nytimes.com/2010/09/23/cuomos-coattails-and-gillibrands-race/,Cuomo's Coattails and Gillibrand's Race,NATE SILVER,2010-09-23T18:22:57+00:00,https://fivethirtyeight.blogs.nytimes.com/feed/,20100924031010
http://fivethirtyeight.blogs.nytimes.com/2010/09/22/senate-forecast-republican-takeover-chances-improved-but-democrats-are-building-pacific-firewall/,"Senate Forecast: Republican Takeover Chances Improved, but Democrats Are Building Pacific Firewall",NATE SILVER,2010-09-22T22:38:26+00:00,https://fivethirtyeight.blogs.nytimes.com/feed/,20100924031010
http://fivethirtyeight.blogs.nytimes.com/2010/09/22/now-heres-a-shocking-poll/,"Now Here's a Shocking Poll: Cuomo 49, Paladino 43",NATE SILVER,2010-09-22T16:11:52+00:00,https://fivethirtyeight.blogs.nytimes.com/feed/,20100924031010
http://fivethirtyeight.blogs.nytimes.com/2010/09/21/brown-gains-ground-in-california-few-other-changes-in-gubernatorial-forecast/,Brown Gains Ground in California; Few Other Changes in Gubernatorial Forecast,NATE SILVER,2010-09-21T20:46:36+00:00,https://fivethirtyeight.blogs.nytimes.com/feed/,20100924031010
http://fivethirtyeight.blogs.nytimes.com/2010/09/21/video-the-democrats-strategy/,Video: The Democrats' Strategy,THE NEW YORK TIMES,2010-09-21T18:37:31+00:00,https://fivethirtyeight.blogs.nytimes.com/feed/,20100924031010
http://fivethirtyeight.blogs.nytimes.com/2010/09/21/why-the-generic-ballot-may-underestimate-democrats/,Why Generic Ballots May Underestimate Democrats,NATE SILVER,2010-09-21T15:09:17+00:00,https://fivethirtyeight.blogs.nytimes.com/feed/,20100924031010
http://fivethirtyeight.blogs.nytimes.com/2010/09/20/poll-showing-gains-paladino-excluded/,Poll Showing Gains by Paladino Excluded Key Candidate From Ballot,NATE SILVER,2010-09-20T22:33:54+00:00,https://fivethirtyeight.blogs.nytimes.com/feed/,20100924031010
http://fivethirtyeight.blogs.nytimes.com/2010/09/20/assessing-the-g-o-p-and-the-tea-party/,Assessing the G.O.P. and the Tea Party,NATE SILVER,2010-09-20T15:54:13+00:00,https://fivethirtyeight.blogs.nytimes.com/feed/,20100924031010
http://fivethirtyeight.blogs.nytimes.com/2010/09/30/g-o-p-stays-on-upswing-in-senate-forecast/,G.O.P. Stays on Upswing in Senate Forecast,NATE SILVER,2010-10-01T01:10:07+00:00,https://fivethirtyeight.blogs.nytimes.com/feed/,20101001051722
http://fivethirtyeight.blogs.nytimes.com/2010/09/30/the-uncanny-accuracy-of-polling-averages-part-2-what-the-numbers-say/,"The Uncanny Accuracy of Polling Averages*, Part 2: What the Numbers Say",NATE SILVER,2010-09-30T22:54:22+00:00,https://fivethirtyeight.blogs.nytimes.com/feed/,20101001051722
http://fivethirtyeight.blogs.nytimes.com/2010/09/29/alaska-polls-suggest-murkowkski-has-upside-as-write-in/,Alaska Polls Suggest Murkowski Has Upside as a Write-In,NATE SILVER,2010-09-29T22:21:41+00:00,https://fivethirtyeight.blogs.nytimes.com/feed/,20101001051722
http://fivethirtyeight.blogs.nytimes.com/2010/09/29/the-uncanny-accuracy-of-polling-averages-part-i-why-you-cant-trust-your-gut/,"The Uncanny Accuracy of Polling Averages*, Part I: Why You Can't Trust Your Gut",NATE SILVER,2010-09-29T21:08:27+00:00,https://fivethirtyeight.blogs.nytimes.com/feed/,20101001051722
http://fivethirtyeight.blogs.nytimes.com/2010/09/29/gov-forecast-update-california-leans-democratic-ohio-new-hampshir/,Forecast Update: Republican Governors Are Well Positioned,NATE SILVER,2010-09-29T10:30:40+00:00,https://fivethirtyeight.blogs.nytimes.com/feed/,20101001051722
http://fivethirtyeight.blogs.nytimes.com/2010/09/28/plan-b-connecticut-and-w-virginia-create-new-outline-for-g-o-p-senate-takeover/,Plan B: Connecticut and W. Virginia Create New Outline for G.O.P. Senate Takeover,NATE SILVER,2010-09-28T15:22:59+00:00,https://fivethirtyeight.blogs.nytimes.com/feed/,20101001051722
http://fivethirtyeight.blogs.nytimes.com/2010/09/27/analyzing-whitmans-questions-about-california-poll/,Analyzing Whitman's Questions About California Poll,NATE SILVER,2010-09-27T14:37:56+00:00,https://fivethirtyeight.blogs.nytimes.com/feed/,20101001051722
http://fivethirtyeight.blogs.nytimes.com/2010/09/25/holding-pattern-in-house-forecast/,Holding Pattern in House Forecast,NATE SILVER,2010-09-25T18:32:46+00:00,https://fivethirtyeight.blogs.nytimes.com/feed/,20101001051722
http://fivethirtyeight.blogs.nytimes.com/2010/10/06/shifting-tides-in-governors-races-brown-now-31-favorite/,Shifting Tides in Governors' Races: Brown Now 3-to-1 Favorite,NATE SILVER,2010-10-06T15:39:17+00:00,https://fivethirtyeight.blogs.nytimes.com/feed/,20101007020123
http://fivethirtyeight.blogs.nytimes.com/2010/10/06/understanding-and-misunderstanding-the-enthusiasm-gap/,Understanding and Misunderstanding the 'Enthusiasm Gap',NATE SILVER,2010-10-06T14:06:30+00:00,https://fivethirtyeight.blogs.nytimes.com/feed/,20101007020123
http://fivethirtyeight.blogs.nytimes.com/2010/10/05/likely-voter-gap-favors-g-o-p-by-6-points-gallups-model-sees-it-bigger/,'Likely Voter' Gap Favors G.O.P. by 6 Points; Gallup's Model Sees It Bigger,NATE SILVER,2010-10-05T11:32:53+00:00,https://fivethirtyeight.blogs.nytimes.com/feed/,20101007020123
http://fivethirtyeight.blogs.nytimes.com/2010/10/04/odds-against-third-party-bid-not-as-long-as-they-seem/,Odds Against Third-Party Bid Not as Long as They Seem,NATE SILVER,2010-10-04T23:20:20+00:00,https://fivethirtyeight.blogs.nytimes.com/feed/,20101007020123
http://fivethirtyeight.blogs.nytimes.com/2010/10/04/the-uncanny-accuracy-of-polling-averages-part-iv-are-the-polls-getting-worse/,"The Uncanny Accuracy of Polling Averages*, Part IV: Are the Polls Getting Worse?",NATE SILVER,2010-10-04T15:56:20+00:00,https://fivethirtyeight.blogs.nytimes.com/feed/,20101007020123
http://fivethirtyeight.blogs.nytimes.com/2010/10/03/the-uncanny-accuracy-of-polling-averages-part-3-this-time-its-different/,"The Uncanny Accuracy of Polling Averages*, Part III: This Time, It's Different?",NATE SILVER,2010-10-03T13:40:52+00:00,https://fivethirtyeight.blogs.nytimes.com/feed/,20101007020123
http://fivethirtyeight.blogs.nytimes.com/2010/10/01/house-forecast-as-october-dawns-novembers-math-still-strong-for-g-o-p/,"House Forecast: As October Dawns, November's Math Still Strong for G.O.P.",NATE SILVER,2010-10-02T00:07:05+00:00,https://fivethirtyeight.blogs.nytimes.com/feed/,20101007020123
http://fivethirtyeight.blogs.nytimes.com/2010/10/12/modest-gains-for-democrats-in-gubernatorial-forecast/,Modest Gains for Democrats in Gubernatorial Forecast,NATE SILVER,2010-10-13T00:02:44+00:00,https://fivethirtyeight.blogs.nytimes.com/feed/,20101013071141
http://fivethirtyeight.blogs.nytimes.com/2010/10/11/west-virginia-poses-dilemma-for-democrats-must-win-or-no-win/,West Virginia Poses Dilemma for Democrats: Must-Win or No-Win?,NATE SILVER,2010-10-11T21:41:46+00:00,https://fivethirtyeight.blogs.nytimes.com/feed/,20101013071141
http://fivethirtyeight.blogs.nytimes.com/2010/10/11/timescast-west-virginias-influence/,TimesCast: West Virginia's Influence,THE NEW YORK TIMES,2010-10-11T19:09:42+00:00,https://fivethirtyeight.blogs.nytimes.com/feed/,20101013071141
http://fivethirtyeight.blogs.nytimes.com/2010/10/11/incumbents-polling-below-50-often-win-re-election-despite-conventional-wisdom/,"Incumbents Polling Below 50 Percent Often Win Re-Election, Despite Conventional Wisdom",NATE SILVER,2010-10-11T11:45:40+00:00,https://fivethirtyeight.blogs.nytimes.com/feed/,20101013071141
http://fivethirtyeight.blogs.nytimes.com/2010/10/10/number-of-competitive-house-races-doubles-from-recent-years/,Number of Competitive House Races Doubles from Recent Years,NATE SILVER,2010-10-10T13:29:08+00:00,https://fivethirtyeight.blogs.nytimes.com/feed/,20101013071141
http://fivethirtyeight.blogs.nytimes.com/2010/10/08/projected-republican-gains-approach-50-house-seats/,Projected Republican Gains Approach 50 House Seats,NATE SILVER,2010-10-09T00:38:51+00:00,https://fivethirtyeight.blogs.nytimes.com/feed/,20101013071141
http://fivethirtyeight.blogs.nytimes.com/2010/10/07/gop-senate-odds-rise-third-consecutive/,G.O.P. Senate Odds Improve for Third Consecutive Week,NATE SILVER,2010-10-07T23:36:33+00:00,https://fivethirtyeight.blogs.nytimes.com/feed/,20101013071141
http://fivethirtyeight.blogs.nytimes.com/2010/10/07/illinois-voters-unhappy-with-candidates-show-few-signs-of-committing/,"Illinois Voters, Unhappy With Candidates, Show Few Signs of Committing",NATE SILVER,2010-10-07T19:30:18+00:00,https://fivethirtyeight.blogs.nytimes.com/feed/,20101013071141
http://fivethirtyeight.blogs.nytimes.com/2010/10/18/alaska-race-may-make-for-long-election-night/,Alaska Race May Make for Long Election Night,NATE SILVER,2010-10-18T14:19:25+00:00,https://fivethirtyeight.blogs.nytimes.com/feed/,20101018232750
http://fivethirtyeight.blogs.nytimes.com/2010/10/17/canaries-in-the-coal-mine-or-cuckoo-polls/,Canaries in the Coal Mine? Or Cuckoo Polls?,NATE SILVER,2010-10-17T13:19:31+00:00,https://fivethirtyeight.blogs.nytimes.com/feed/,20101018232750
http://fivethirtyeight.blogs.nytimes.com/2010/10/16/consensus-points-to-50-seat-g-o-p-gain-in-house-but-may-understate-uncertainty/,"Consensus Points to 50-Seat G.O.P. Gain in House, but May Understate Uncertainty",NATE SILVER,2010-10-16T12:36:52+00:00,https://fivethirtyeight.blogs.nytimes.com/feed/,20101018232750
http://fivethirtyeight.blogs.nytimes.com/2010/10/14/second-sestak-comeback-is-unlikely/,Second Sestak Comeback Is Unlikely,NATE SILVER,2010-10-14T22:17:55+00:00,https://fivethirtyeight.blogs.nytimes.com/feed/,20101018232750
http://fivethirtyeight.blogs.nytimes.com/2010/10/14/bypassed-cellphones-biased-polls/,Bypassed Cellphones: Biased Polls?,NATE SILVER,2010-10-14T18:42:31+00:00,https://fivethirtyeight.blogs.nytimes.com/feed/,20101018232750
http://fivethirtyeight.blogs.nytimes.com/2010/10/13/democratic-polling-improves-in-key-senate-races-lengthening-g-o-p-takeover-odds/,"Democratic Polling Improves in Key Senate Races, Lengthening G.O.P. Takeover Odds",NATE SILVER,2010-10-14T02:34:32+00:00,https://fivethirtyeight.blogs.nytimes.com/feed/,20101018232750
http://fivethirtyeight.blogs.nytimes.com/2010/10/13/mail-voting-in-washington-state-may-confound-pollsters/,Voting by Mail in Washington State May Confound Pollsters,NATE SILVER,2010-10-13T11:43:41+00:00,https://fivethirtyeight.blogs.nytimes.com/feed/,20101018232750
http://fivethirtyeight.blogs.nytimes.com/2010/10/23/senate-forecast-update-g-o-p-still-seeking-no-51/,Senate Forecast Update: G.O.P. Still Seeking No. 51,NATE SILVER,2010-10-24T01:18:33+00:00,https://fivethirtyeight.blogs.nytimes.com/feed/,20101024045925
http://fivethirtyeight.blogs.nytimes.com/2010/10/23/governor-forecast-update-chafees-chances-wax-whitmans-wane/,Governor Forecast Update: Chafee's Chances Wax; Whitman's Wane,NATE SILVER,2010-10-23T14:52:41+00:00,https://fivethirtyeight.blogs.nytimes.com/feed/,20101024045925
http://fivethirtyeight.blogs.nytimes.com/2010/10/22/for-first-time-model-has-g-o-p-favored-to-win-50-plus-house-seats/,"For First Time, Model Has G.O.P. Favored to Win 50-Plus House Seats",NATE SILVER,2010-10-23T00:05:14+00:00,https://fivethirtyeight.blogs.nytimes.com/feed/,20101024045925
http://fivethirtyeight.blogs.nytimes.com/2010/10/22/sometimes-money-cant-buy-you-votes/,"Sometimes, Money Can't Buy You Votes",NATE SILVER,2010-10-22T22:27:31+00:00,https://fivethirtyeight.blogs.nytimes.com/feed/,20101024045925
http://fivethirtyeight.blogs.nytimes.com/2010/10/21/senate-forecast-update-dont-call-it-a-comeback/,Senate Forecast Update: Don't Call It a Comeback?,NATE SILVER,2010-10-22T03:53:01+00:00,https://fivethirtyeight.blogs.nytimes.com/feed/,20101024045925
http://fivethirtyeight.blogs.nytimes.com/2010/10/21/is-proposition-19-going-up-in-smoke/,Is Proposition 19 Going Up in Smoke?,NATE SILVER,2010-10-21T20:15:46+00:00,https://fivethirtyeight.blogs.nytimes.com/feed/,20101024045925
http://fivethirtyeight.blogs.nytimes.com/2010/10/20/g-o-p-odds-of-house-majority-now-3-in-4/,G.O.P. Odds of House Majority Now 3-in-4,NATE SILVER,2010-10-21T00:52:35+00:00,https://fivethirtyeight.blogs.nytimes.com/feed/,20101024045925
http://fivethirtyeight.blogs.nytimes.com/2010/10/20/the-misunderstanding-of-momentum/,The Misunderstanding of Momentum,NATE SILVER,2010-10-20T22:14:02+00:00,https://fivethirtyeight.blogs.nytimes.com/feed/,20101024045925
http://fivethirtyeight.blogs.nytimes.com/2010/10/20/gubernatorial-forecast-update-can-tancredo-win-in-colorado/,Gubernatorial Forecast Update: Can Tancredo Win in Colorado?,NATE SILVER,2010-10-20T17:41:46+00:00,https://fivethirtyeight.blogs.nytimes.com/feed/,20101024045925
http://fivethirtyeight.blogs.nytimes.com/2010/10/19/pennsylvania-revisited/,Pennsylvania Revisited,NATE SILVER,2010-10-19T19:46:48+00:00,https://fivethirtyeight.blogs.nytimes.com/feed/,20101024045925
http://fivethirtyeight.blogs.nytimes.com/2010/10/28/senate-update-washington-is-the-new-florida/,Senate Update: Washington is the New Florida,NATE SILVER,2010-10-29T01:24:13+00:00,https://fivethirtyeight.blogs.nytimes.com/feed/,20101029015342
http://fivethirtyeight.blogs.nytimes.com/2010/10/28/robopolls-significantly-more-favorable-to-republicans-than-traditional-surveys/,'Robopolls' Significantly More Favorable to Republicans Than Traditional Surveys,NATE SILVER,2010-10-28T23:03:04+00:00,https://fivethirtyeight.blogs.nytimes.com/feed/,20101029015342
http://fivethirtyeight.blogs.nytimes.com/2010/10/27/governor-forecast-update-live-automated-polls-split-on-tancredo-chances/,"Governor Forecast Update: Live, Automated Polls Split on Tancredo Chances",NATE SILVER,2010-10-28T03:17:52+00:00,https://fivethirtyeight.blogs.nytimes.com/feed/,20101029015342
http://fivethirtyeight.blogs.nytimes.com/2010/10/27/choppy-day-in-house-forecast-projected-g-o-p-gains-inch-forward-to-53-seats/,G.O.P. Now Projected to Gain 53 House Seats,NATE SILVER,2010-10-28T00:43:21+00:00,https://fivethirtyeight.blogs.nytimes.com/feed/,20101029015342
http://fivethirtyeight.blogs.nytimes.com/2010/10/27/angle-turns-corner-in-nevada-but-g-o-p-senate-odds-drop/,"Angle Turns Corner in Nevada, but G.O.P. Senate Odds Drop",NATE SILVER,2010-10-27T22:21:48+00:00,https://fivethirtyeight.blogs.nytimes.com/feed/,20101029015342
http://fivethirtyeight.blogs.nytimes.com/2010/10/27/for-democrats-losing-the-house-is-not-inevitable-just-very-likely/,"For Democrats, Losing the House Is Not Inevitable. (Just Very Likely.)",NATE SILVER,2010-10-27T18:39:47+00:00,https://fivethirtyeight.blogs.nytimes.com/feed/,20101029015342
http://fivethirtyeight.blogs.nytimes.com/2010/10/27/model-now-has-whitman-as-big-underdog-in-california/,Model Now Has Whitman as Big Underdog in California,NATE SILVER,2010-10-27T04:02:25+00:00,https://fivethirtyeight.blogs.nytimes.com/feed/,20101029015342
http://fivethirtyeight.blogs.nytimes.com/2010/10/26/polls-show-wider-boxer-lead-narrowing-g-o-p-takeover-path/,"Polls Show Wider Boxer Lead, Narrowing G.O.P. Takeover Path",NATE SILVER,2010-10-27T01:40:00+00:00,https://fivethirtyeight.blogs.nytimes.com/feed/,20101029015342
http://fivethirtyeight.blogs.nytimes.com/2010/10/26/tonights-house-forecast-52-seat-gain-for-g-o-p/,Tonight's House Forecast: 52-Seat Gain For G.O.P.,NATE SILVER,2010-10-26T23:46:18+00:00,https://fivethirtyeight.blogs.nytimes.com/feed/,20101029015342
http://fivethirtyeight.blogs.nytimes.com/2010/10/26/are-democrats-overachieving-in-the-senate/,Are Democrats Overachieving in the Senate?,NATE SILVER,2010-10-26T11:37:02+00:00,https://fivethirtyeight.blogs.nytimes.com/feed/,20101029015342
http://fivethirtyeight.blogs.nytimes.com/2010/11/02/3225/,Election Night Viewing Guide,MICAH COHEN,2010-11-02T20:12:11+00:00,https://fivethirtyeight.blogs.nytimes.com/feed/,20101103011852
http://fivethirtyeight.blogs.nytimes.com/2010/11/02/republicans-will-win-more-governorships-but-democrats-could-get-more-votes/,Republicans Will Win More Governorships (But Democrats Could Get More Votes),NATE SILVER,2010-11-02T14:15:06+00:00,https://fivethirtyeight.blogs.nytimes.com/feed/,20101103011852
http://fivethirtyeight.blogs.nytimes.com/2010/11/02/republicans-are-clear-underdogs-to-flip-senate/,Republicans Are Clear Underdogs to Flip Senate,NATE SILVER,2010-11-02T04:20:44+00:00,https://fivethirtyeight.blogs.nytimes.com/feed/,20101103011852
http://fivethirtyeight.blogs.nytimes.com/2010/11/01/house-forecast-g-o-p-plus-54-55-seats-significantly-larger-or-smaller-gains-possible/,House Forecast: G.O.P. Plus 54-55 Seats; Significantly Larger or Smaller Gains Possible,NATE SILVER,2010-11-02T01:35:04+00:00,https://fivethirtyeight.blogs.nytimes.com/feed/,20101103011852
http://fivethirtyeight.blogs.nytimes.com/2010/11/01/5-reasons-democrats-could-beat-the-polls-and-hold-the-house/,5 Reasons Democrats Could Beat the Polls and Hold the House,NATE SILVER,2010-11-02T00:20:38+00:00,https://fivethirtyeight.blogs.nytimes.com/feed/,20101103011852
http://fivethirtyeight.blogs.nytimes.com/2010/11/01/agreeing-to-disagree-size-of-republican-wave-hard-to-predict/,Agreeing to Disagree: Size of Republican Wave Hard to Predict,NATE SILVER,2010-11-01T04:45:49+00:00,https://fivethirtyeight.blogs.nytimes.com/feed/,20101103011852
http://fivethirtyeight.blogs.nytimes.com/2010/10/31/strickland-foley-hoping-voters-will-split-tickets/,"Strickland, Foley Hoping Voters Will Split Tickets",NATE SILVER,2010-11-01T01:44:16+00:00,https://fivethirtyeight.blogs.nytimes.com/feed/,20101103011852
http://fivethirtyeight.blogs.nytimes.com/2010/10/31/5-reasons-republicans-could-do-even-better-than-expected/,5 Reasons Republicans Could Do Even Better Than Expected,NATE SILVER,2010-10-31T23:03:12+00:00,https://fivethirtyeight.blogs.nytimes.com/feed/,20101103011852
http://fivethirtyeight.blogs.nytimes.com/2010/10/31/the-ultimate-hour-by-hour-district-by-district-election-guide/,"The Ultimate Hour-by-Hour, District-by-District Election Guide",NATE SILVER,2010-10-31T10:59:24+00:00,https://fivethirtyeight.blogs.nytimes.com/feed/,20101103011852
http://fivethirtyeight.blogs.nytimes.com/2010/10/30/saturday-night-forecast-update-calm-before-the-storm/,Saturday Night Forecast Update: Calm Before the Storm,NATE SILVER,2010-10-31T00:14:12+00:00,https://fivethirtyeight.blogs.nytimes.com/feed/,20101103011852
http://fivethirtyeight.blogs.nytimes.com/2010/11/08/2010-an-aligning-election/,2010: An Aligning Election,NATE SILVER,2010-11-08T23:01:51+00:00,https://fivethirtyeight.blogs.nytimes.com/feed/,20101109044446
http://fivethirtyeight.blogs.nytimes.com/2010/11/06/when-house-effects-become-bias/,When 'House Effects' Become 'Bias',NATE SILVER,2010-11-06T13:39:04+00:00,https://fivethirtyeight.blogs.nytimes.com/feed/,20101109044446
http://fivethirtyeight.blogs.nytimes.com/2010/11/04/rasmussen-polls-were-biased-and-inaccurate-quinnipiac-surveyusa-performed-strongly/,"Rasmussen Polls Were Biased and Inaccurate; Quinnipiac, SurveyUSA Performed Strongly",NATE SILVER,2010-11-05T02:41:47+00:00,https://fivethirtyeight.blogs.nytimes.com/feed/,20101109044446
http://fivethirtyeight.blogs.nytimes.com/2010/11/04/enthusiasm-gap-was-largest-in-presidential-swing-states/,'Enthusiasm Gap' Was Largest in Presidential Swing States,NATE SILVER,2010-11-04T20:50:45+00:00,https://fivethirtyeight.blogs.nytimes.com/feed/,20101109044446
http://fivethirtyeight.blogs.nytimes.com/2010/11/03/did-polls-underestimate-democrats-latino-vote/,Did Polls Underestimate Democrats' Latino Vote?,NATE SILVER,2010-11-04T01:33:28+00:00,https://fivethirtyeight.blogs.nytimes.com/feed/,20101109044446
